,reward_step,reward_step_sum
221,200,3.1578947368421053
222,0,4.2105263157894735
223,0,4.2105263157894735
224,0,4.2105263157894735
225,0,4.2105263157894735
226,0,4.2105263157894735
227,0,4.2105263157894735
228,0,4.2105263157894735
229,0,4.2105263157894735
230,0,4.2105263157894735
231,0,4.2105263157894735
232,0,4.2105263157894735
233,0,4.2105263157894735
234,0,4.2105263157894735
235,0,4.2105263157894735
236,0,4.2105263157894735
237,0,4.2105263157894735
238,0,4.2105263157894735
239,0,4.2105263157894735
240,0,4.2105263157894735
241,0,4.2105263157894735
242,0,4.2105263157894735
243,0,4.2105263157894735
244,0,4.2105263157894735
245,0,4.2105263157894735
246,0,4.2105263157894735
247,0,4.2105263157894735
248,0,4.2105263157894735
249,0,4.2105263157894735
250,0,4.2105263157894735
251,0,4.2105263157894735
252,0,4.2105263157894735
253,0,4.2105263157894735
254,0,4.2105263157894735
255,200,4.2105263157894735
256,0,5.2631578947368425
257,0,5.2631578947368425
258,0,5.2631578947368425
259,0,5.2631578947368425
260,0,5.2631578947368425
261,0,5.2631578947368425
262,0,5.2631578947368425
263,0,5.2631578947368425
264,0,5.2631578947368425
265,0,5.2631578947368425
266,0,5.2631578947368425
267,0,5.2631578947368425
268,0,5.2631578947368425
269,0,5.2631578947368425
270,0,5.2631578947368425
271,0,5.2631578947368425
272,0,5.2631578947368425
273,200,5.2631578947368425
274,0,6.315789473684211
275,0,6.315789473684211
276,0,6.315789473684211
277,0,6.315789473684211
278,0,6.315789473684211
279,0,6.315789473684211
280,0,6.315789473684211
281,0,6.315789473684211
282,0,6.315789473684211
283,0,6.315789473684211
284,0,6.315789473684211
285,0,6.315789473684211
286,0,6.315789473684211
287,0,6.315789473684211
288,200,6.315789473684211
289,0,7.368421052631579
290,0,7.368421052631579
291,0,7.368421052631579
292,0,7.368421052631579
293,0,7.368421052631579
294,0,7.368421052631579
295,0,7.368421052631579
296,200,7.368421052631579
297,0,8.421052631578947
298,0,8.421052631578947
299,0,8.421052631578947
300,0,8.421052631578947
301,0,8.421052631578947
302,0,8.421052631578947
303,0,8.421052631578947
304,200,8.421052631578947
